key	c6:0	thymine	2-amino-4,6-dihydroxypyrimidine	mannose	glycolic acid	l-methionine sulfoxide	pyruvic acid	sedoheptulose	5-hydroxyindole-3-acetic acid	pantothenic acid	c18:0, 10-hydroxy	cysteine	inositol-p	ribose	deoxycholic acid	2-methylsuccinic acid	oleamide	b-alanine	hypoxanthine	c23:0	tocopherol, g	coprostan-3-ol	c18:2 (9,12)	c18:0	proline	valine	tocopherol, a	urea	o-phosphoethanolamine	cholesterol	glucose	gaba	glycerol-3-p	glutamine	c16:0	lanosterol	fructose	lactic acid	isoleucine	glycerol	c15:0	glutaric acid	c14:0	c7:0	butanoic acid, 3-methyl-3-hydroxy	n-acetyl glucosamine	diethyleneglycol	butanoic acid, 3-hydroxy	stigmastan-3-ol	phenylalanine	1-monohexadecanoylglycerol	arginine	nicotinic acid	inositol, myo	uric acid	tyrosine	rhamnose	arabinose	benzeneacetic acid	mimosine	4-hydroxyphenylacetic acid	methionine	lithocholic acid	1-octadecanol	cyclohexanecarboxylic acid	aspartic acid	c18:1 (9)	cholesta-3,5-diene	c26:0	guanine	c22:0	glyoxylic acid	alanine	sitosterol	fumaric acid	c5:0	c10:0	succinic acid	orotic acid	c17:0	lysine	alanine, n-methyl	inosine	galactose	ethanolamine	pyrrole-2-carboxylic acid	threonine	malic acid	maltose	c20:0	urocanic acid	3-(3-hydroxyphenyl)propionic acid	butanoic acid, 3,4-dihydroxy	tocopherol, d	ornithine	coprostan-3-one	glutamic acid	pentanoic acid, 5-amino	pentanoic acid, 4-methyl-2-hydroxy	xylose	xanthine	c24:0	c18:1 (11)	tryptophan	1-hexadecanol	n-acetylglutamic acid	uracil	serine	glycine	aminomalonic acid	leucine	2-deoxy-d-ribose	cadaverine	p-cresol
4301:P1.Walnut	55.64743090161453	91.88344544	0.16710940334746574	147.02435341848687	154.43715754833164	62.11447636032932	4.429739230391348	104.4072714808695	954.4312407624632	133.66784854912967	5539.311340440642	20.658098246371463	113.23123726427774	109.66688590885316	1949.483377176444	32.20626020205625	0.8879645783420484	45.747804811417154	119.51978479197888	45.26558003443784	260.4742740118599	107.47351080891043	82546.97939	13227.87514827454	179.73620200105827	1732.1728934249393	102.64845940669302	15.93865033213596	36.84159914356281	31619.59918272769	7085.082863047825	816.6803688594139	248.03175331282395	3130.771470095147	20970.257484125268	114.40782833834162	1534.921465125148	83.78468591187249	1479.3151541657564	46634.47038739604	145.0038689847092	634.7676135529588	197.2719882709028	10.196811127172996	32.830535688533345	399.05315202421866	293.44872949817386	6.350227441035698	385.7106653169831	621.7064246322943	134.38931662631578	23.069222131268027	150.8503771335126	115.7731973289749	112.75368520800562	1611.1064380788891	503.1819293509413	1537.6092140759088	657.3686290693689	5.013829318786832	28.693308774410458	186.73033035554116	1247.3687746152737	205.5828893206645	104.65118750178344	2326.952297710131	43665.28253389876	151.95687739696905	36.24255635	17.876894881467535	184.17622121700535	1869.0639847178704	2801.2455985611023	5556.180796737646	37.16775504892285	821.1456207671797	2.543829152980011	253.17361517898703	59.787461448161714	171.65519881008902	1208.5104292144988	0.49174652035206323	20.854352516072357	2859.696661887016	183.69399644002604	0.4532539085948954	967.953159944854	0.08515141373199651	64.07141179248956	357.3285597416697	88.1966688	1437.9017650823048	0.02444277983427576	40.83210262748076	247.19907448280733	2.5138606224009106	4359.478333	13414.74379116301	0.08312310638535518	2426.8980554598006	329.9651072805181	147.55423994667925	1520.4173400501115	107.77163039002748	16.209668133151464	185.648128239762	358.7995322202849	1269.7006414189511	2093.757367186694	196.61874191604133	1116.9409906044914	92.702106109424	23.37668715379941	156.1221406353349
4301:P2.NoWalnut	112.78366405018544	251.0563219	54.62040380632548	98.38709749	132.25834368853756	93.71570863003342	12.918443631482493	37.71334757049115	29.09407509105432	102.58048640946863	822.7719809960117	20.51666296230847	103.64509695001468	1354.6179187722637	1399.9221318281889	45.23802844740055	28.595710645665868	43.882092493261936	201.0230205850933	20.64111265	116.08554063103946	129.65508241989102	5898.375705822788	8150.039444046799	605.2921857852193	3260.985806393921	200.3555176956968	23.26021297	33.32140483042765	39273.02690232936	2966.204085467274	100.06038016178924	151.23975000523396	2414.9722798777843	7240.290139521171	149.8804199686069	749.6657069163048	50.51073559321868	2834.4712588840325	2663.397622177084	104.46985899470975	715.3566240817358	216.87282012577325	18.76644775909409	44.535453372289936	334.645219753576	167.87414828116226	9.3529599773583	331.11141420267734	1322.910965845512	139.06121635623512	53.12021934642745	106.45879133294562	86.85004543629944	217.89330759396935	2544.6313220605784	220.20467776860863	1027.108191770254	923.133303138444	7.230527061243124	18.806611068540832	361.4505518865807	1269.4173974253542	67.20170191062122	37.45483162095367	2700.804370962785	3723.322066167401	141.81890837810653	25.82387661	45.49371599486432	103.71750404310178	1137.9442181524798	4382.551313817936	4538.485646	10.943087623200457	1904.8015185532345	11.008706551310627	140.07434997903957	38.18059959306874	225.7941659466828	2160.3448175112435	21.21018715078321	0.4604322697402137	243.2335274527901	136.6531148306748	10.015937423436924	922.0087304739352	20.79271500470298	55.39991141784114	124.34617172752934	162.32708613419385	1323.949555	6.443099923921076	18.32747975725363	205.5365846143265	3.936105801565742	3926.965318433583	14312.96012	0.02388512224156466	1406.741409227914	331.5758378231812	84.04879602249282	663.9634270415183	362.4557659835788	22.157701845477483	117.45165883264346	582.0042544710857	1376.850856112902	3422.673673659455	202.9553848818549	3844.570006263383	536.3730781354387	1.385344528634776	201.1140951318669
4302:P1.Walnut	15.372573598965127	164.87555466754972	29.22469457667186	115.40039758095376	42.16334006004949	98.473761883454	2.5021503381183896	6.249857871414799	40.01835312223991	22.20181872790333	7527.577831444222	0.011013225886830241	689.7106174996875	3.574830057785053	2957.816595082016	5.608267999230873	0.47354500288573387	20.26500989561081	227.35507129010816	35.83522728631985	106.99501845795622	36.005782842647086	39941.96379673088	11752.93573128085	481.55257734218816	2850.546681	49.75055415	0.18423225632577378	32.20490210649572	22244.609612083863	35430.337425010795	25.369135735697935	102.25959359992945	1259.543252430842	20771.57394365439	58.51460157193943	483.23505774195735	49.63066362324725	3089.2281463301847	17520.497102147478	425.10872087765694	15.862168372422133	675.4135471735623	3.442714067864175	0.027871495173458525	247.11844719652123	145.25062974215524	7.417160164277969	286.8689277685295	1808.761238575915	183.43149756196377	29.03307039279833	34.461753423896404	31.24477465117121	62.24425028162472	2309.647291495773	409.45924531665474	3147.6524537840687	259.31818581381054	4.188643809801233	21.494013169145298	277.91175125741444	1349.4766956482042	134.13843361344664	10.672263120182183	934.290796710868	27994.622321106388	366.0428235515892	0.8656510368117575	12.02516998904852	151.42925558710394	567.3339960309605	3342.1239121802955	7281.448606474398	3.110130733026065	208.9340679387883	2.748954260803684	84.43252489181971	8.83879089	344.86383652766006	1400.7617481678258	21.70620434657595	47.93764890970482	0.09434713071614435	121.8423812702313	6.255375845295975	1453.2251389280727	14.912073596881587	2726.950085867524	286.13002090244123	38.34690867023299	190.93142733445936	0.03398644212154061	14.742521308532748	179.84280800324305	4.1711990355897886	1398.3699573073309	51.63418977610306	24.74209324920075	3264.7644265361646	265.91567603973937	107.72038120633616	720.4848594689912	278.2408231543282	18.387393874043617	72.71836797607381	565.9234012533365	1408.3334116007768	2403.481440613137	177.7700563598779	3232.932740117632	475.1883469212361	1.056618465207325	9.364503310343643
4302:P2.NoWalnut	42.908130113749245	89.43748662823646	77.93874962102666	55.47819137067293	58.63557126	104.75265957015084	11.563209880813456	0.13970044077592336	5.538578025184104	20.212245874742223	1828.6792159179904	31.74823387558969	731.0962393332442	1017.9482322053124	3113.401513607303	30.29114693214735	0.20201265604322402	19.494447881954997	148.94379986861256	39.96888344268536	88.31959863647552	429.5376258095538	1692.5218196155045	9405.604032892288	256.2144833356169	2890.8579885111885	74.77313152708776	11.748390301108362	29.002047642705616	20704.49483197552	13836.771624641297	39.64401179624923	104.3604496	2024.2548125335936	11778.42104926768	24.64977049182855	722.3916850314902	44.7742616219436	2495.466629292649	1473.2209218790229	492.30519190638086	30.37818531151227	585.4853288473088	9.437037782417748	27.339005686362743	72.28232951020034	128.23439650186003	4.848718277625119	351.3696393046031	1502.5381702371235	106.84766977963812	114.38920507810874	21.369892138558757	31.07879054	83.39136381473924	2247.074138255679	171.96025756248216	876.3052689070502	400.77556052970624	17.59500538906543	17.52372704547029	227.92378639833808	1475.239281005448	77.79941657751655	9.699227468405896	2381.3940576604605	2328.331449954138	372.6292111927733	32.170889380324695	9.868289670299893	119.98831596795404	1637.5336220842194	3452.923546021974	4412.433207410313	7.820917750753082	381.6969626824947	7.109208862695086	69.61673436932081	12.314318858295898	275.9700463556665	2438.623045732103	57.886969565031286	72.27588222283997	0.0021036080710099	79.26832354778624	13.580852641976364	1547.3371464606157	6.575874924940501	4734.665406037642	165.91091110530476	63.64188989941872	323.63340908031563	0.8263273300200303	12.524213880138872	101.21274062667968	2.1956194781069756	1275.9135122418993	26.973659402608764	20.776383518774104	939.2250626	200.3580511064692	124.51574442545434	171.19625401027903	434.44222057763545	168.03815775159387	41.31672468363264	274.55522496269776	1409.800747028274	2849.4889691634107	324.18286123647107	3379.594606863608	100.03252885710188	0.9202743678100759	55.978930688994566
4303:P1.NoWalnut	122.8710866404433	222.70044223012877	8.198898165300335	36.92682586396115	28.140711689563272	49.46645146	4.685260268759438	20.68619410517337	19.2243001830032	92.68389906271533	300.5005929378531	13.70422385346334	231.2015529	1859.3469688206028	1539.2199451193535	8.947668818049117	1.3669172488539194	64.57286425877928	240.5450306357756	34.875081889590426	138.75313733147473	10834.121495222673	839.1764557331412	4791.764113969277	974.8273927007652	2411.0395702194683	78.45058375129416	14.034708461454242	22.52440499	10501.69190980451	1136.0408399687267	24.68080827232377	157.1045156301406	1761.2188538697144	5740.466891571522	451.7784296212636	425.6104406129808	31.380760309138264	1950.966890072576	1210.8460836683296	305.9114442800548	150.46356615883354	314.73425945502134	21.103075326942974	5.914480383	394.1336255320194	70.79517647958141	3.190001800617817	215.36463218824773	1153.492253540531	76.11769957639558	40.78675262711101	66.36910605215807	38.35570644590694	306.7432750919852	1694.6943392744786	139.79042350543978	0.20574507834154782	145.58812797803682	2.647564524271431	27.644457968956317	582.4733266891386	920.8878092430872	53.89269749044416	10.401309405163191	734.0328303816976	1315.1403179204892	112.95970925243984	17.022415751760942	28.57884085903049	119.22890744047552	77.78803410945055	3518.827488262444	1659.5477753424047	8.987706273214858	269.2963135166164	7.217804911	144.9673718200943	15.611622265789157	115.61552711176736	1611.8816045417273	144.39683808398246	90.56946486249296	677.1993115681803	135.2823465360761	2.4071641904034475	573.1579454539095	25.57673413	24.23653300228286	110.48247951549632	47.176589989264535	6.046884950141721	3.9301679125634346	16.82363329892051	127.6810249494118	2876.783696372888	3243.6289865634776	34.62291616319566	2.784534765627916	89.61822409655953	379.20404482703617	84.10991315954644	1095.4929072496218	199.16193065014332	243.4897152220665	57.629702242120246	697.7141172687844	657.9133747765668	2315.994339316342	69.08041441952234	2764.375555746218	380.4142998314322	1147.4724114329138	13.217803893774288
4303:P2.Walnut	10.632178848869597	73.07576886083008	0.4164225742150654	60.04124656543956	19.705412277674665	23.445447879095976	0.3400873072690088	6.800821366842396	348.3078948859797	36.765495548026415	9690.466228893893	8.310522329770082	146.5489612982716	1243.312956448607	1227.4046848470618	1.597786118651339	0.694623916352151	22.95254091845864	208.77453476995012	33.25272427226481	230.7509719417808	6304.737791927776	7513.151687112235	16251.3103395177	342.8387546135421	1007.6835465253964	86.93357524948023	7.127036996044686	18.031563124290823	3346.7626620820733	197.2721393170285	232.45580117618027	126.35711550972404	959.2117418568675	13908.073650849792	335.5637530514524	457.97322017802327	43.74410558875722	855.9847247448563	6401.784282877163	277.19566205549336	80.36741643659978	191.2714825800012	7.275695145993002	2.279116706361583	354.13654281497963	82.36933077626149	2.942876501853986	129.32241789111922	519.2929730719453	55.29204638466459	9.218654853871149	69.18060165969597	83.25989251	10.747313776823344	852.1771803101768	129.2900506422969	2.0041214818911106	73.43666368519915	1.4597629218875063	22.266586438059488	196.98592035958524	559.1795962	29.637302578809503	7.256505991334045	139.7058313133257	8064.618399097489	139.15350733163592	1.4536629801441139	32.286330700283536	132.72074782283042	127.29160422215188	1580.592404882278	649.5600522394078	11.811271484540532	38.698282691988965	3.918286664578628	65.51524192520048	44.44393175	118.00520934038823	698.9954761443046	18.68538155050208	26.35156443407316	1142.1061180523786	106.6701988	0.05250344322275003	398.22004212710254	9.237381619261214	18.882590573683903	222.65615420594816	36.21270917706775	6.549050409931484	2.3907837147986544	24.31358373143801	123.71802875753116	4183.920514160147	2069.135566794463	25.21385563796793	0.3786968112213708	343.2394149150357	244.8233269511962	87.45214481454099	2328.9661998567717	88.72094097	58.69060751101022	35.73020597498044	425.6138319732551	537.4810549637555	890.5846201520337	33.47952620865563	1149.6021416849978	123.06975900254658	1328.298716902886	5.673285134652758
4304:P1.Walnut	9.87400852923428	66.81030053963893	5.395865246182244	92.09297412883718	34.08388213838451	11.185444544448128	0.016267860758676922	19.679329534993546	207.44765079534983	21.070074855663087	2551.9532246179315	0.03905342861916514	128.37344078082506	617.3847045574711	1815.806375734548	0.17472361945726997	0.984829683407377	55.44357758272063	31.254239418733032	7.307786002703513	105.93882100004473	1928.474449678749	9776.431175009422	4116.016994341323	337.6898170859747	835.959026	29.889694493615824	8.315439053	0.13306055733424296	10746.351407267855	4944.166886266107	16.747009589528886	73.49919071226851	1108.804988487334	7712.440490227245	29.20494361526172	558.1342803	13.641908657178602	814.321748	5350.811187614221	283.72974838655483	11.42337246081522	110.92822605576654	0.10547776086563952	1.4934225464827235	50.75016618486028	55.24176372508783	0.033481652100529745	0.9892623288758738	503.7280967702688	110.4544945794285	5.282566238388392	33.004000970349345	23.419613029788103	89.74980902	859.9529234125192	101.60513395192989	1236.0865100805454	82.10637471060777	1.872974222592131	25.936267240409062	88.64372746031307	710.1574727330714	68.89500228304581	0.03470801465614906	548.6759375184863	9453.349140622067	166.39446344004594	0.8864483186895576	4.333687048114873	58.825552965367145	133.7409812750588	1614.6468198717566	2087.874824	0.31624530411900603	96.54066830354463	0.04295554919291041	32.42617603060071	6.096194738107998	53.02464376632187	802.5124508174318	48.89418681343722	8.085300444	1028.1622953336628	93.25570519632164	0.0560188083905793	345.4932862477763	0.010541117248878188	475.2149852213482	93.11762203057285	8.251000242587336	6.800772943	0.01641591412470978	29.372059651757656	53.66903187314941	2.911991848950037	915.5041350526438	88.27904627897664	0.059206835828697284	721.9844729091523	184.04220014153597	38.00402780805182	1862.8778647601007	49.540699276660895	63.62943089582651	12.887054017752057	319.2461548547329	308.4225590164264	769.6082945977008	30.14744973634684	1173.160241	133.1532426721282	0.6852654557297077	3.4697821136867453
4304:P2.NoWalnut	68.79971595330139	157.90257494011956	11.09073893959066	167.03494772404716	29.84874414806993	39.68565923101759	6.106655723918069	19.460146568199352	13.402043172347032	16.948230518380097	1243.41925280113	17.63996780780037	290.1764567083894	776.0844212	2234.1369765716963	7.676069712988446	0.783071738107206	55.98296842807663	71.96522103477497	40.55053092106793	167.55301707077072	4428.517066046477	2819.053542055623	6916.1121342992565	633.1975874087815	1971.4352685857884	102.42353699400006	13.997476118735792	17.04987028207818	22425.33568168601	10693.72735331012	28.204100727600967	135.3428157356787	1491.486968982781	8512.730633035353	122.85579720764773	1133.4543654659724	24.41595205433914	1569.6247381867065	1616.3430153983245	704.2067010601078	47.83951586469702	398.2926207825821	12.29574369713458	16.23435123319357	101.45409105888504	102.1922465081044	2.1549764072259907	344.6745775649608	912.2899744534136	86.16384251	28.469004363695973	41.54505333331583	43.05070904542074	374.63536554702864	1270.2284077954575	155.31783039820164	1004.592218442938	167.59196564163662	2.8419118180463583	25.71325958941465	229.24195113070635	1041.839590429335	80.67342788	6.043164217985934	330.9361361195868	100.1983998050087	285.2668026110155	21.43665315412871	6.957655320235339	119.23037886471614	245.17858589070556	3465.280760274226	3474.8639761044774	4.902718051	239.0543232785878	9.139842372860818	71.63549203758119	5.317013465266307	222.2381444217052	1340.4489462722652	350.1364477013243	47.071748830778176	0.14427784457811155	104.52836044696032	0.4769866075909967	517.1369819620721	0.28211428176610104	1738.045828199927	136.7695072219184	34.42920279031681	6.655136968441049	3.2631432796717403	36.67007947	49.35957721260165	40.80583079996311	1675.4544077342418	51.604722229092616	0.03165470658651178	862.5662547803189	171.91045512915514	92.34252641555702	1100.2800536164316	233.63140171309013	72.29228232163547	32.51405354205295	443.1250935596026	609.5005832892621	1716.822591872461	52.51601207894208	2416.127108424129	257.47406281680674	0.8012107425053517	85.45823312948696
4305:P1.NoWalnut	17.327550983376458	243.82541072000703	23.68476562679876	48.09874848856661	45.346140086260064	57.934746907457736	2.5123013195655144	54.21206112165795	14.472348878311632	67.55117821047267	744.2465210909551	21.00599150653116	140.25112232837412	1587.150299229218	1578.148600544078	14.174799487023524	0.4642009412885732	36.95889748610353	103.42025957104978	46.34635955493022	120.38444633495357	2784.204773960084	1003.7571539515318	7813.738824145797	1300.4268941116811	2990.662848113195	89.55075239627725	18.604579876469856	21.25570070758429	15901.290562302192	1594.0193762548652	31.30297025560562	160.3426195626099	2330.813888984824	11024.226793322963	58.88906191613364	262.592315403806	40.423301551212695	2560.333700160113	1642.8564675638215	305.63189464180016	44.01684647666716	556.3570775384146	13.341329351946971	0.005032104964980783	366.8051182419856	109.1619119979225	0.570210822	246.85676427697757	1457.9873162525903	112.67443278615818	32.31618677017779	85.83857486035568	32.07477356	507.62894018872186	1611.720799707593	75.68262788596238	5.166418778877315	209.43024967129392	5.627167809778608	24.260230574076235	544.9481600324913	673.6050878176156	101.58048624368936	7.475513656776505	1249.3836233940851	1662.568561670876	114.84715171492276	30.094521519612087	10.13907846800986	154.69056379259345	254.0991607061929	4202.353655727051	3029.716758785544	3.158282154183571	265.4043783777919	6.755145474336421	197.91680273237148	64.34007827400654	233.0865324102649	1728.6239734710537	40.74103784358262	17.268649477480206	297.27617679127815	186.8834168931481	0.6009059732983888	553.2394457192863	0.24972011188039092	26.77280842653328	143.75590019564692	35.96725053707084	0.3549290367066285	0.014396099593813777	14.453821174579009	118.12185421644118	26.321783280445068	2833.667382669685	26.592232448363077	24.442465749595627	396.5205131673076	401.65406976570233	115.70108528397266	904.6372573766917	272.0450392350341	200.6082973656496	58.437760237153896	848.5749147	513.4784404	2914.4174757929663	67.27187999002565	3623.855142629477	468.1298115610081	62.71046994421022	20.61331480055614
4305:P2.Walnut	26.484198600413304	100.89822017515888	3.965871295493617	62.56745707252506	29.355615488134426	41.346671943196135	2.508522351783572	59.42214914055505	228.11439552111807	84.95993655	13045.770692818303	8.758076754470709	120.3114132	1557.6066050896595	1266.9580455727078	16.01663333475545	1.2117571524786575	32.77059734130572	100.04236615034226	47.54029397704152	270.1770905670264	1795.715582233571	25428.96854192184	8424.724053296924	343.24540598190094	1782.9678851222338	113.2117755664391	23.43388691393643	26.279779109527382	14284.535717140943	1828.6206836047108	249.80372521641897	165.34340677308555	1756.7831022581995	17463.922220458542	58.335241163499305	610.1278136795347	35.911910104072746	1453.477402798511	15425.07662120829	219.33567705909863	62.84578719366615	405.326118273196	12.958775217561833	0.07975326460935407	423.3070431	77.59395430647477	0.7581943331881686	196.99247133757635	892.4899483618121	77.73977798238361	0.057067826152831166	111.41883240967854	168.64252871937038	76.03317487117641	1237.456162500975	218.3977001117763	0.7049487994063895	281.8973633316639	2.9690765793495704	16.93197098992759	303.6619353802876	515.7323972437631	141.37905017053097	6.726089307065064	332.22872690467767	17570.251207303627	92.4910524490168	25.665410867646568	14.34110376179366	160.83619005058787	92.9034426923024	2329.499929567165	6091.4023	17.576524954675374	280.6124725252159	4.913170304289608	234.0461120183236	113.56534804090305	154.2947663422384	1294.1964433371063	13.271730138462104	0.6514045236058289	143.85228186102148	188.2579216906343	2.0748245394153986	522.9705340703438	15.277305078359143	0.31052634476544017	205.40696354059057	51.490184595723214	10.0738191453195	2.029102047425713	24.85483542713041	288.8187720219858	16.913992728514163	2660.13303	100.74795742235784	7.889571360511312	376.4093055358557	421.1487639477622	118.98612678781596	1207.9891261828466	135.16500838298143	50.81921812346681	199.36338230570163	505.8441315125377	852.8356744837682	1908.6528008942275	54.61396300476604	1836.119172291019	220.8838051252542	203.0733408183598	3.98851058764385
